"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	Deaths	Population	Crude Rate
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	36	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	36	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Connective and other soft tissue - Uncertain neoplasms"	"D48.1"	15	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms"	"D48.9"	16	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Sickle-cell anaemia without crisis"	"D57.1"	51	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Aplastic anaemia, unspecified"	"D61.9"	22	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Anaemia, unspecified"	"D64.9"	35	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Disseminated intravascular coagulation [defibrination syndrome]"	"D65"	37	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other thrombophilia"	"D68.6"	17	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Coagulation defect, unspecified"	"D68.9"	49	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Thrombocytopenia, unspecified"	"D69.6"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Agranulocytosis"	"D70"	14	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Haemophagocytic lymphohistiocytosis"	"D76.1"	14	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Sarcoidosis of lung"	"D86.0"	12	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Sarcoidosis of other and combined sites"	"D86.8"	15	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Sarcoidosis, unspecified"	"D86.9"	37	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Disorder involving the immune mechanism, unspecified"	"D89.9"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Hypothyroidism, unspecified"	"E03.9"	35	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Thyrotoxicosis, unspecified"	"E05.9"	14	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Insulin-dependent diabetes mellitus, with ketoacidosis"	"E10.1"	19	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	71	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Insulin-dependent diabetes mellitus, with multiple complications"	"E10.7"	18	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	90	20441441	0.4
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Non-insulin-dependent diabetes mellitus, with ketoacidosis"	"E11.1"	20	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	273	20441441	1.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	17	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	46	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	462	20441441	2.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Unspecified diabetes mellitus, with coma"	"E14.0"	16	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	248	20441441	1.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	412	20441441	2.0
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	45	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	80	20441441	0.4
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Unspecified diabetes mellitus, without complications"	"E14.9"	829	20441441	4.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Hypoglycaemia, unspecified"	"E16.2"	16	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Primary adrenocortical insufficiency"	"E27.1"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Unspecified severe protein-energy malnutrition"	"E43"	66	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Unspecified protein-energy malnutrition"	"E46"	36	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Extreme obesity with alveolar hypoventilation"	"E66.2"	60	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other obesity"	"E66.8"	515	20441441	2.5
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Obesity, unspecified"	"E66.9"	261	20441441	1.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Pure hypercholesterolaemia"	"E78.0"	19	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Hyperlipidaemia, unspecified"	"E78.5"	122	20441441	0.6
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Disorder of lipoprotein metabolism, unspecified"	"E78.9"	12	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Disorders of calcium metabolism"	"E83.5"	17	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Amyloidosis, unspecified"	"E85.9"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Volume depletion"	"E86"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Hypo-osmolality and hyponatraemia"	"E87.1"	12	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Acidosis"	"E87.2"	101	20441441	0.5
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Hyperkalaemia"	"E87.5"	13	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Hypokalaemia"	"E87.6"	16	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Fluid overload"	"E87.7"	12	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Disorders of plasma-protein metabolism, not elsewhere classified"	"E88.0"	13	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Metabolic disorder, unspecified"	"E88.9"	60	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Vascular dementia, unspecified"	"F01.9"	14	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Unspecified dementia"	"F03"	42	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	339	20441441	1.7
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	427	20441441	2.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	39	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	10	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	15	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use"	"F15.1"	30	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder"	"F15.9"	25	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	16	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	95	20441441	0.5
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	31	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Schizophrenia, unspecified"	"F20.9"	13	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Bipolar affective disorder, unspecified"	"F31.9"	13	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Depressive episode, unspecified"	"F32.9"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Anorexia nervosa"	"F50.0"	14	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Unspecified mental retardation"	"F79"	13	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Bacterial meningitis, unspecified"	"G00.9"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Encephalitis, myelitis and encephalomyelitis, unspecified"	"G04.9"	24	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Huntington disease"	"G10"	107	20441441	0.5
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Early-onset cerebellar ataxia"	"G11.1"	10	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Motor neuron disease"	"G12.2"	204	20441441	1.0
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Parkinson disease"	"G20"	21	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Alzheimer disease, unspecified"	"G30.9"	55	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Circumscribed brain atrophy"	"G31.0"	20	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	15	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other specified degenerative diseases of nervous system"	"G31.8"	13	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Degenerative disease of nervous system, unspecified"	"G31.9"	14	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Multiple sclerosis"	"G35"	301	20441441	1.5
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Epilepsy, unspecified"	"G40.9"	100	20441441	0.5
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Status epilepticus, unspecified"	"G41.9"	63	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Sleep apnoea"	"G47.3"	29	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Guillain-Barre syndrome"	"G61.0"	14	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Muscular dystrophy"	"G71.0"	35	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Myotonic disorders"	"G71.1"	17	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Infantile cerebral palsy, unspecified"	"G80.9"	117	20441441	0.6
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Paraplegia, unspecified"	"G82.2"	13	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Tetraplegia, unspecified"	"G82.5"	19	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Hydrocephalus, unspecified"	"G91.9"	20	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Toxic encephalopathy"	"G92"	12	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	402	20441441	2.0
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Encephalopathy, unspecified"	"G93.4"	63	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Compression of brain"	"G93.5"	16	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Cerebral oedema"	"G93.6"	32	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Mitral stenosis"	"I05.0"	15	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Mitral valve disease, unspecified"	"I05.9"	31	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Essential (primary) hypertension"	"I10"	432	20441441	2.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	210	20441441	1.0
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	1384	20441441	6.8
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Hypertensive renal disease with renal failure"	"I12.0"	176	20441441	0.9
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	64	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	44	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Acute subendocardial myocardial infarction"	"I21.4"	90	20441441	0.4
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Acute myocardial infarction, unspecified"	"I21.9"	1706	20441441	8.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other forms of acute ischaemic heart disease"	"I24.8"	46	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Acute ischaemic heart disease, unspecified"	"I24.9"	47	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	1371	20441441	6.7
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Atherosclerotic heart disease"	"I25.1"	1277	20441441	6.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Ischaemic cardiomyopathy"	"I25.5"	61	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other forms of chronic ischaemic heart disease"	"I25.8"	22	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	70	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	551	20441441	2.7
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Primary pulmonary hypertension"	"I27.0"	13	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other secondary pulmonary hypertension"	"I27.2"	225	20441441	1.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Pulmonary heart disease, unspecified"	"I27.9"	20	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Pericardial effusion (noninflammatory)"	"I31.3"	21	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Acute and subacute infective endocarditis"	"I33.0"	68	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Mitral (valve) insufficiency"	"I34.0"	18	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Mitral (valve) prolapse"	"I34.1"	12	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Aortic (valve) stenosis"	"I35.0"	41	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Aortic (valve) insufficiency"	"I35.1"	12	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Aortic valve disorder, unspecified"	"I35.9"	20	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Endocarditis, valve unspecified"	"I38"	115	20441441	0.6
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Infective myocarditis"	"I40.0"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Dilated cardiomyopathy"	"I42.0"	92	20441441	0.5
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Obstructive hypertrophic cardiomyopathy"	"I42.1"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other hypertrophic cardiomyopathy"	"I42.2"	26	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Alcoholic cardiomyopathy"	"I42.6"	24	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other cardiomyopathies"	"I42.8"	25	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Cardiomyopathy, unspecified"	"I42.9"	308	20441441	1.5
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other specified conduction disorders"	"I45.8"	61	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Sudden cardiac death, so described"	"I46.1"	38	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Cardiac arrest, unspecified"	"I46.9"	425	20441441	2.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Ventricular tachycardia"	"I47.2"	12	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Atrial fibrillation and flutter"	"I48"	74	20441441	0.4
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Ventricular fibrillation and flutter"	"I49.0"	45	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other specified cardiac arrhythmias"	"I49.8"	10	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Cardiac arrhythmia, unspecified"	"I49.9"	193	20441441	0.9
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Congestive heart failure"	"I50.0"	457	20441441	2.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Heart failure, unspecified"	"I50.9"	185	20441441	0.9
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Myocarditis, unspecified"	"I51.4"	35	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Cardiovascular disease, unspecified"	"I51.6"	173	20441441	0.8
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Cardiomegaly"	"I51.7"	89	20441441	0.4
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other ill-defined heart diseases"	"I51.8"	31	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Heart disease, unspecified"	"I51.9"	83	20441441	0.4
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Subarachnoid haemorrhage from carotid siphon and bifurcation"	"I60.0"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	38	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other subarachnoid haemorrhage"	"I60.8"	24	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	364	20441441	1.8
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	32	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intracerebral haemorrhage in brain stem"	"I61.3"	64	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	14	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	55	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intracerebral haemorrhage, unspecified"	"I61.9"	383	20441441	1.9
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	20	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	259	20441441	1.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	15	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	44	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	14	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Cerebral infarction, unspecified"	"I63.9"	167	20441441	0.8
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Stroke, not specified as haemorrhage or infarction"	"I64"	540	20441441	2.6
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Cerebral aneurysm, nonruptured"	"I67.1"	23	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Cerebral atherosclerosis"	"I67.2"	17	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other specified cerebrovascular diseases"	"I67.8"	46	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Cerebrovascular disease, unspecified"	"I67.9"	44	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Sequelae of cerebral infarction"	"I69.3"	18	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	79	20441441	0.4
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	41	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Generalized and unspecified atherosclerosis"	"I70.9"	30	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Dissection of aorta [any part]"	"I71.0"	129	20441441	0.6
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Aortic aneurysm of unspecified site, without mention of rupture"	"I71.9"	10	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Aneurysm of unspecified site"	"I72.9"	21	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Peripheral vascular disease, unspecified"	"I73.9"	65	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Embolism and thrombosis of unspecified artery"	"I74.9"	10	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	215	20441441	1.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	25	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Portal vein thrombosis"	"I81"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Oesophageal varices with bleeding"	"I85.0"	10	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Influenza due to identified avian influenza virus"	"J09"	16	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Influenza with pneumonia, influenza virus identified"	"J10.0"	75	20441441	0.4
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	56	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Influenza with pneumonia, virus not identified"	"J11.0"	42	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	35	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Viral pneumonia, unspecified"	"J12.9"	18	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Pneumonia due to Streptococcus pneumoniae"	"J13"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Pneumonia due to staphylococcus"	"J15.2"	41	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Bacterial pneumonia, unspecified"	"J15.9"	40	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Bronchopneumonia, unspecified"	"J18.0"	33	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Lobar pneumonia, unspecified"	"J18.1"	35	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Pneumonia, unspecified"	"J18.9"	623	20441441	3.0
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Emphysema, unspecified"	"J43.9"	68	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	191	20441441	0.9
